   1.9801979e-01	   7.9710625e-02	   1.3587667e-01	   8.5972708e-02	   1.6720521e-01	   9.8277292e-02	   1.0225917e-01	   1.0464208e-01	   9.9009375e-02	   9.6129375e-02	   1.0329208e-01	   1.3322771e-01	   9.5876458e-02	   1.0564021e-01	   9.9503125e-02	   2.3587208e-01	   1.7307625e-01	   8.1361458e-02	   1.0275146e-01	   7.9204792e-02	   1.2570104e-01	   9.6280000e-02	   1.0502729e-01	   8.4854375e-02	   8.9877500e-02	   9.7120208e-02	   8.4837500e-02	   9.9275417e-02	   8.4583542e-02	   8.8998542e-02	   7.1576875e-02	   1.3249458e-01	   1.5627239e+01	   8.4868805e+00	   9.6180758e+00	   9.4656393e+00	   9.4781341e+00	   8.1303623e+00	   7.0791337e+00	   6.3860891e+00	   7.3556851e+00	   7.2069971e+00	   7.9029571e+00	   7.6255727e+00	   7.4135777e+00	   6.6372345e+00	   6.0354019e+00	   5.6376510e+00	   6.7950854e+00	   6.6693045e+00	   7.0912120e+00	   6.7625989e+00	   6.5693461e+00	   6.0045814e+00	   5.6284881e+00	   5.4331529e+00	   6.4535610e+00	   6.3440233e+00	   6.9679300e+00	   6.3569346e+00	   6.2444815e+00	   5.6168263e+00	   5.4373178e+00	   5.2623907e+00	
   2.3252104e-01	   8.5726458e-02	   1.4121521e-01	   9.7458958e-02	   1.7460417e-01	   9.4856875e-02	   1.0702313e-01	   8.6573958e-02	   1.0068042e-01	   1.0643021e-01	   9.9831458e-02	   1.3781979e-01	   9.8083333e-02	   1.2298167e-01	   9.3562708e-02	   2.3029083e-01	   1.8295250e-01	   8.2513333e-02	   1.0215583e-01	   8.3116042e-02	   1.2899729e-01	   8.7623333e-02	   1.1204604e-01	   1.0330417e-01	   9.9208542e-02	   7.8988958e-02	   9.3698125e-02	   1.0494500e-01	   7.8988958e-02	   9.4341250e-02	   8.1508750e-02	   1.4309042e-01	   1.0764265e+01	   6.7255310e+00	   7.3719284e+00	   7.1516035e+00	   7.0862141e+00	   6.3844232e+00	   5.8288213e+00	   5.5256143e+00	   6.2444815e+00	   6.1503540e+00	   6.7825906e+00	   6.3598501e+00	   6.1661808e+00	   5.6576426e+00	   5.4114952e+00	   5.2074136e+00	   5.9583507e+00	   5.8246564e+00	   6.3219492e+00	   5.8983757e+00	   5.7251145e+00	   5.4073303e+00	   5.1745106e+00	   4.9950021e+00	   5.7384423e+00	   5.6080800e+00	   6.1257809e+00	   5.6230737e+00	   5.5576843e+00	   5.1774261e+00	   4.9920866e+00	   4.8463140e+00	
   2.3949938e-01	   8.7433125e-02	   1.4049187e-01	   8.5215000e-02	   1.6887625e-01	   1.0129000e-01	   1.0984000e-01	   9.0781875e-02	   9.9746875e-02	   1.0573062e-01	   9.0444375e-02	   1.3188687e-01	   9.6393750e-02	   1.3003000e-01	   9.7104375e-02	   2.3727375e-01	   1.8008938e-01	   7.1760000e-02	   1.1542000e-01	   8.2576875e-02	   1.2741750e-01	   8.6321875e-02	   9.7498750e-02	   9.1540625e-02	   8.8950625e-02	   8.9645000e-02	   9.8983750e-02	   1.1918562e-01	   8.2925000e-02	   8.7839375e-02	   8.2220000e-02	   1.2929063e-01	   9.6455643e+00	   6.5310287e+00	   7.5614327e+00	   7.2823823e+00	   7.4223240e+00	   6.6151603e+00	   6.0166597e+00	   5.6359850e+00	   5.9766764e+00	   5.9941691e+00	   6.8492295e+00	   6.4872970e+00	   6.4677218e+00	   5.7946689e+00	   5.4560600e+00	   5.2257393e+00	   5.7501041e+00	   5.7026239e+00	   6.1624323e+00	   5.8967097e+00	   5.7730112e+00	   5.4414827e+00	   5.2403165e+00	   5.0204082e+00	   5.5947522e+00	   5.5339442e+00	   5.8571429e+00	   5.5751770e+00	   5.5272803e+00	   5.1870054e+00	   5.0237401e+00	   4.8588088e+00	
   2.4185500e-01	   9.1651400e-02	   1.4222680e-01	   9.4065800e-02	   1.7735240e-01	   9.2415000e-02	   1.0447080e-01	   1.0781400e-01	   9.0176800e-02	   1.0149060e-01	   1.0579880e-01	   1.4889900e-01	   1.0614720e-01	   1.3346520e-01	   9.7773400e-02	   2.6193900e-01	   1.8830600e-01	   9.0546400e-02	   1.0278820e-01	   8.3834800e-02	   1.3811560e-01	   9.3151200e-02	   8.9782800e-02	   8.6063200e-02	   1.0020400e-01	   9.1823200e-02	   9.1442400e-02	   1.0429720e-01	   8.4942000e-02	   9.6677600e-02	   7.6593600e-02	   1.4371240e-01	   1.1503540e+01	   7.4377343e+00	   8.9875052e+00	   8.4360683e+00	   8.8109121e+00	   7.7317784e+00	   6.9062890e+00	   6.3202832e+00	   6.6630571e+00	   6.6655560e+00	   7.6967930e+00	   7.1990837e+00	   7.1511870e+00	   6.4681383e+00	   5.9258642e+00	   5.5972511e+00	   6.3673469e+00	   6.2428155e+00	   6.6413994e+00	   6.4306539e+00	   6.3098709e+00	   5.8600583e+00	   5.5568513e+00	   5.4002499e+00	   6.1191170e+00	   5.9591837e+00	   6.4014994e+00	   6.0283215e+00	   5.9754269e+00	   5.5172845e+00	   5.3719284e+00	   5.2307372e+00	
   2.4705000e-01	   9.7057500e-02	   1.4522750e-01	   8.8965000e-02	   1.7169500e-01	   8.7880000e-02	   9.5935000e-02	   9.0055000e-02	   1.0440250e-01	   9.4850000e-02	   8.7875000e-02	   1.4411500e-01	   8.4552500e-02	   1.2093500e-01	   1.0034750e-01	   2.6910500e-01	   1.8822250e-01	   8.1992500e-02	   1.0476250e-01	   8.8227500e-02	   1.3602250e-01	   8.7880000e-02	   9.7052500e-02	   9.3380000e-02	   9.0820000e-02	   9.0057500e-02	   7.9765000e-02	   1.0846500e-01	   8.4170000e-02	   9.9645000e-02	   8.4940000e-02	   1.4081750e-01	   1.1240317e+01	   6.9529363e+00	   8.1216160e+00	   7.7255310e+00	   7.9350271e+00	   7.0862141e+00	   6.4310704e+00	   5.9429404e+00	   6.3394419e+00	   6.2694711e+00	   6.9175344e+00	   6.6222407e+00	   6.5539359e+00	   5.9962516e+00	   5.6180758e+00	   5.4019159e+00	   6.0595585e+00	   5.9237818e+00	   6.3286131e+00	   6.0799667e+00	   5.9204498e+00	   5.5822574e+00	   5.3810912e+00	   5.1824240e+00	   5.8059142e+00	   5.6930446e+00	   6.3927530e+00	   5.8242399e+00	   5.7871720e+00	   5.3377759e+00	   5.1711787e+00	   5.0066639e+00	
   2.5850750e-01	   9.6966250e-02	   1.5357667e-01	   9.8673750e-02	   1.9283875e-01	   9.2691250e-02	   9.2890833e-02	   9.1192083e-02	   9.6966250e-02	   1.1537750e-01	   9.3668333e-02	   1.5246625e-01	   1.0311167e-01	   1.2676958e-01	   8.8730417e-02	   2.6611917e-01	   1.9540833e-01	   7.6478333e-02	   1.1229750e-01	   7.9292917e-02	   1.3944042e-01	   8.6797500e-02	   1.0924458e-01	   1.0433667e-01	   1.0619458e-01	   9.2429583e-02	   8.4076250e-02	   1.0029333e-01	   9.0708750e-02	   9.4893333e-02	   9.5389167e-02	   1.4767333e-01	   1.2128696e+01	   7.5772595e+00	   8.9187838e+00	   8.6268222e+00	   8.7663474e+00	   7.6139109e+00	   6.7076218e+00	   6.1207830e+00	   6.7784257e+00	   6.7917534e+00	   7.7205331e+00	   7.3082049e+00	   7.1695127e+00	   6.4048313e+00	   5.8238234e+00	   5.5318617e+00	   6.4398167e+00	   6.3881716e+00	   7.0449813e+00	   6.6255727e+00	   6.4448147e+00	   5.8296543e+00	   5.5172845e+00	   5.3490212e+00	   6.1986672e+00	   6.0987089e+00	   7.2315702e+00	   6.3281966e+00	   6.3948355e+00	   5.5610162e+00	   5.3669304e+00	   5.1899209e+00	
   2.6438333e-01	   9.8630000e-02	   1.4005833e-01	   8.9635000e-02	   1.9646833e-01	   9.4910000e-02	   1.0193500e-01	   1.0093333e-01	   1.0248000e-01	   1.0037500e-01	   8.6658333e-02	   1.4916833e-01	   1.0180667e-01	   1.3833833e-01	   8.2008333e-02	   2.8959000e-01	   1.9968000e-01	   6.1850000e-02	   9.6586667e-02	   7.6296667e-02	   1.3435667e-01	   8.9063333e-02	   1.0054000e-01	   8.6251667e-02	   1.0363000e-01	   9.8526667e-02	   7.9535000e-02	   1.1091667e-01	   8.1018333e-02	   1.0019000e-01	   8.6633333e-02	   1.5125167e-01	   1.0463140e+01	   6.8921283e+00	   8.0624740e+00	   7.8467305e+00	   8.1478551e+00	   7.3090379e+00	   6.5972511e+00	   6.1153686e+00	   6.3132028e+00	   6.3823407e+00	   7.4269055e+00	   6.9450229e+00	   6.9720950e+00	   6.2728030e+00	   5.7730112e+00	   5.4993753e+00	   6.0274885e+00	   6.0283215e+00	   6.6609746e+00	   6.3336110e+00	   6.2453145e+00	   5.7401083e+00	   5.5043732e+00	   5.3077884e+00	   5.8129946e+00	   5.7197001e+00	   6.4498126e+00	   5.9412745e+00	   5.9862557e+00	   5.4648063e+00	   5.3015410e+00	   5.1332778e+00	
   2.9017480e-01	   9.1956600e-02	   1.5596920e-01	   9.6781000e-02	   1.9656900e-01	   9.1915200e-02	   1.0207300e-01	   8.9852400e-02	   9.1956600e-02	   1.0620640e-01	   1.0055040e-01	   1.4136240e-01	   1.0002400e-01	   1.4005060e-01	   1.0320280e-01	   3.0436800e-01	   1.9889660e-01	   8.9798400e-02	   1.1104200e-01	   8.4931400e-02	   1.4503040e-01	   9.0953400e-02	   9.9940000e-02	   8.5015400e-02	   9.5187000e-02	   8.3193400e-02	   8.5281400e-02	   1.1849340e-01	   9.1801200e-02	   1.0252440e-01	   8.9486200e-02	   1.4685240e-01	   1.1220741e+01	   7.3977509e+00	   9.1236985e+00	   8.5081216e+00	   8.4960433e+00	   7.2269888e+00	   6.3610995e+00	   5.8529779e+00	   6.4677218e+00	   6.6034985e+00	   7.8171595e+00	   7.2053311e+00	   7.0483132e+00	   6.2190754e+00	   5.6472303e+00	   5.3915035e+00	   6.1162016e+00	   6.1216160e+00	   6.7426072e+00	   6.3810912e+00	   6.1982507e+00	   5.6376510e+00	   5.4052478e+00	   5.1911703e+00	   5.8392337e+00	   5.7663474e+00	   6.4214910e+00	   5.8912953e+00	   5.8321533e+00	   5.3556851e+00	   5.1853394e+00	   4.9791753e+00	
   3.2704354e-01	   8.9880417e-02	   1.5561479e-01	   9.2923125e-02	   1.9659146e-01	   8.3440000e-02	   1.0581146e-01	   9.6414375e-02	   9.5121250e-02	   1.0633000e-01	   9.9536042e-02	   1.5738583e-01	   9.6088333e-02	   1.3545292e-01	   1.0495792e-01	   3.1764646e-01	   2.1898646e-01	   7.6972083e-02	   1.2265958e-01	   8.0958333e-02	   1.4315146e-01	   9.5619792e-02	   9.5121250e-02	   8.2820000e-02	   8.9765417e-02	   8.6314167e-02	   1.0193625e-01	   1.0647500e-01	   6.1954583e-02	   8.7213750e-02	   8.8773333e-02	   1.6415833e-01	   1.1669304e+01	   7.0516451e+00	   9.1928363e+00	   7.9600167e+00	   8.1153686e+00	   6.9366930e+00	   6.2219908e+00	   5.7680133e+00	   6.4489796e+00	   6.3948355e+00	   7.4818825e+00	   6.8234069e+00	   6.6984590e+00	   5.9954186e+00	   5.5439400e+00	   5.3365264e+00	   6.2328197e+00	   6.0462307e+00	   6.4922949e+00	   6.1336943e+00	   5.9737609e+00	   5.5597668e+00	   5.3573511e+00	   5.1370262e+00	   6.0649729e+00	   5.8342357e+00	   6.5880883e+00	   5.8592253e+00	   5.7859225e+00	   5.3298626e+00	   5.1640983e+00	   5.0000000e+00	
   3.4679313e-01	   9.2896875e-02	   1.5395062e-01	   9.5132500e-02	   2.0464687e-01	   8.9563750e-02	   1.1766625e-01	   1.0176625e-01	   9.8817500e-02	   1.0434687e-01	   9.6563750e-02	   1.6874062e-01	   8.8095000e-02	   1.3767563e-01	   1.0470875e-01	   3.4123875e-01	   2.2725313e-01	   7.7754375e-02	   1.0840125e-01	   8.9931875e-02	   1.6099688e-01	   8.7335000e-02	   1.0064750e-01	   9.1787500e-02	   9.4020625e-02	   9.1005000e-02	   8.3633750e-02	   1.0621375e-01	   7.0281875e-02	   8.6983125e-02	   8.3656875e-02	   1.4248875e-01	   1.3004581e+01	   7.6917951e+00	   9.4972928e+00	   8.7730112e+00	   8.8500625e+00	   7.4972928e+00	   6.6576426e+00	   6.0620575e+00	   6.8163265e+00	   6.7909204e+00	   7.8125781e+00	   7.3040400e+00	   7.1145356e+00	   6.3348605e+00	   5.7792586e+00	   5.4889629e+00	   6.4631404e+00	   6.3710954e+00	   6.9808413e+00	   6.5214494e+00	   6.3331945e+00	   5.7638484e+00	   5.4935444e+00	   5.3057060e+00	   6.2269888e+00	   6.0903790e+00	   7.3923365e+00	   6.3219492e+00	   6.2911287e+00	   5.4727197e+00	   5.3086214e+00	   5.1199500e+00	
